"","id","group","genotype","treatment","machine","other","date","timeofday","median_speed","distance_traveled_mm_p_min","turning_angle","meander","activitytime_ST","act_bouts_ST","pause_duration_ST","numb_pause_ST","activitytime_TT","act_bouts_TT","pause_length_TT","numb_pauses_TT","centrophobism_moving","centrophobism_sitting","number_of_walks","stripe_deviation","genotype","treatment","machine","other","date","timeofday","centrophobism_moving","centrophobism_sitting","stripe_deviation"
"32","131_CSTZ","CS_TZ_2ndcross","CS_TZ","none","D","2ndcross",2013-09-20,2013-09-30 10:32:51,16.4092037755439,489.699153026583,6.71172445301234,0.387694463609609,180.900000333786,19.9499999284744,4.94999992847443,8,178.899999856949,8.74999988079071,5.10000002384186,10,0.075224292615597,-0.157014157014157,11,19.1566756811405,"CS_TZ","none","D","2ndcross",2013-09-20,2013-09-30 10:32:51,0.075224292615597,-0.157014157014157,19.1566756811405
"33","132_CSJC","CS_JC_2ndcross","CS_JC","none","A","2ndcross",2013-09-26,2013-09-30 15:24:20,9.42844536286438,2.6851132046579,26.3236798557633,2.30794334355972,1.59999990463257,1.59999990463257,148.649999976158,2,2.29999995231628,0.100000023841858,26.3000001907349,9,-0.875,-0.999330431871443,0,21.1816734157854,"CS_JC","none","A","2ndcross",2013-09-26,2013-09-30 15:24:20,-0.875,-0.999330431871443,21.1816734157854
"34","133_CSJC","CS_JC_2ndcross","CS_JC","none","B","2ndcross",2013-09-26,2013-09-30 15:39:58,18.7399411333501,331.782623237523,7.33729051252688,0.370691484668902,121.499999761581,4.90000009536743,3.79999995231628,17,115.799999713898,2,5.80000019073486,17,0.1280276816609,-0.209737827715356,5,29.8512325793223,"CS_JC","none","B","2ndcross",2013-09-26,2013-09-30 15:39:58,0.1280276816609,-0.209737827715356,29.8512325793223
"35","134_CSJC","CS_JC_2ndcross","CS_JC","none","C","2ndcross",2013-09-26,2013-09-30 15:39:34,17.2576717972553,135.484593189518,6.96032395743639,0.365307322046556,57.0999999046326,1.49999988079071,1.90000009536743,25,50.8000018596649,0.5,2.69999980926514,37,-0.0523560209424084,-0.000381533765738268,3,15.2772527502777,"CS_JC","none","C","2ndcross",2013-09-26,2013-09-30 15:39:34,-0.0523560209424084,-0.000381533765738268,15.2772527502777
"36","135_CSJC","CS_JC_2ndcross","CS_JC","none","D","2ndcross",2013-09-26,2013-09-30 15:51:12,17.18182685281,353.970672780586,8.3884570042284,0.456812351803201,146.200000047684,2.44999992847443,2.79999995231628,32,137.999999046326,1.69999980926514,3.30000019073486,39,-0.315628192032686,-0.754940711462451,3,23.8520245180689,"CS_JC","none","D","2ndcross",2013-09-26,2013-09-30 15:51:12,-0.315628192032686,-0.754940711462451,23.8520245180689
"37","136_CSTP","CS_TP_2ndcross","CS_TP","none","A","2ndcross",2013-09-26,2013-09-30 16:10:36,13.2731756646973,424.555242345416,8.52774683078443,0.609718466457792,233.300000190735,8.59999990463257,0.799999952316284,21,236.099999904633,16.4000000953674,1.85000002384186,14,0.17268548916612,0.266216216216216,6,25.3070506336939,"CS_TP","none","A","2ndcross",2013-09-26,2013-09-30 16:10:36,0.17268548916612,0.266216216216216,25.3070506336939
"38","137_CSTP","CS_TP_2ndcross","CS_TP","none","B","2ndcross",2013-09-26,2013-09-30 15:23:09,16.9829145681381,622.850991547593,8.59558347505554,0.485770727881548,222.400000095367,11.8500001430511,1.89999997615814,14,217.099999427795,2.19999980926514,2.40000009536743,19,0.178888888888889,-0.0822942643391521,2,34.8280008772304,"CS_TP","none","B","2ndcross",2013-09-26,2013-09-30 15:23:09,0.178888888888889,-0.0822942643391521,34.8280008772304
"39","138_CSTP","CS_TP_2ndcross","CS_TP","none","C","2ndcross",2013-09-26,2013-09-30 15:33:06,14.9235308898783,392.965722056282,7.72771836150067,0.472080381155153,183.300000429153,4.45000004768372,2.09999990463257,27,172.099999904633,3.14999997615814,2.5,27,-0.0294820717131474,0.32837528604119,10,24.5959675571145,"CS_TP","none","C","2ndcross",2013-09-26,2013-09-30 15:33:06,-0.0294820717131474,0.32837528604119,24.5959675571145
"40","139_CSTP","CS_TP_2ndcross","CS_TP","none","D","2ndcross",2013-09-26,2013-09-30 15:40:21,12.8007164753882,87.4580423316379,8.59249405773326,0.688380249210192,50.2000000476837,3.39999985694885,15.3999999761581,12,52.8999996185303,0.100000143051147,8.20000004768372,23,0.524096385542169,-0.0408086858854362,0,57.4075510751225,"CS_TP","none","D","2ndcross",2013-09-26,2013-09-30 15:40:21,0.524096385542169,-0.0408086858854362,57.4075510751225
"41","140_CSBVS","CS_BS_2ndcross","CS_BS","none","A","2ndcross",2013-09-26,2013-09-30 15:51:34,12.391783789074,77.6762087203251,9.5036394420965,0.608776794364069,55.6000010967255,1.35000014305115,4.09999990463257,27,48,1.29999995231628,4.34999990463257,26,-0.772241992882562,-0.875091844232182,0,13.5005139699982,"CS_BS","none","A","2ndcross",2013-09-26,2013-09-30 15:51:34,-0.772241992882562,-0.875091844232182,13.5005139699982
"42","141_CSBVS","CS_BS_2ndcross","CS_BS","none","B","2ndcross",2013-09-26,2013-09-30 16:00:50,18.6025518981392,773.661032315531,6.25394667059867,0.31913564733001,250.199999809265,13.5,1.30000019073486,13,247.000000238419,14.6999999284744,3,11,-0.204249154997586,0.00858369098712446,28,9.90586707398796,"CS_BS","none","B","2ndcross",2013-09-26,2013-09-30 16:00:50,-0.204249154997586,0.00858369098712446,9.90586707398796
"43","142_CSBVS","CS_BS_2ndcross","CS_BS","none","C","2ndcross",2013-09-26,2013-09-30 16:01:43,13.6842659904406,230.145271068813,8.92326491941261,0.613838584924763,119.100000143051,2.90000009536743,1.15000009536743,34,125.899999856949,2.29999995231628,2.10000014305115,33,-0.5075,-0.882886972310486,3,10.5226309693147,"CS_BS","none","C","2ndcross",2013-09-26,2013-09-30 16:01:43,-0.5075,-0.882886972310486,10.5226309693147
"44","143_CSBVS","CS_BS_2ndcross","CS_BS","none","D","2ndcross",2013-09-26,2013-09-30 15:21:14,16.9949829504225,646.873026405487,6.10133178523599,0.318076470891064,226.099999904633,30.3000001907349,1.20000016689301,6,226.100000143051,31.5,4.79999995231628,5,-0.329113924050633,-0.457994579945799,25,6.20886752090882,"CS_BS","none","D","2ndcross",2013-09-26,2013-09-30 15:21:14,-0.329113924050633,-0.457994579945799,6.20886752090882
"45","144_CSHS","CS_HS_2ndcross","CS_HS","none","A","2ndcross",2013-09-26,2013-09-30 16:03:27,10.0338907122199,8.118342139762,8.54944825503284,0.704344454177596,7.19999980926514,1.94999992847443,89.9000000953674,5,7.59999966621399,0.899999976158142,38.2000000476837,7,0.487179487179487,-0.939946018893387,0,1.4595652168044,"CS_HS","none","A","2ndcross",2013-09-26,2013-09-30 16:03:27,0.487179487179487,-0.939946018893387,1.4595652168044
"46","145_CSHS","CS_HS_2ndcross","CS_HS","none","B","2ndcross",2013-09-26,2013-09-30 16:09:46,15.5677336848189,629.704783788046,6.80437279196662,0.409973344793065,247.200000762939,6.40000009536743,1.10000014305115,25,240.500001192093,4.10000014305115,1.59999990463257,25,-0.432377049180328,-0.0580399619410086,17,11.8776608281169,"CS_HS","none","B","2ndcross",2013-09-26,2013-09-30 16:09:46,-0.432377049180328,-0.0580399619410086,11.8776608281169
"47","146_CSHS","CS_HS_2ndcross","CS_HS","none","C","2ndcross",2013-09-26,2013-09-30 15:20:07,14.0840322402318,272.421748728588,7.40847572169154,0.486883941259843,131.100000143051,2.80000007152557,1.59999990463257,33,137.400000572205,2.70000004768372,2.69999992847443,34,-0.323851203501094,-0.414073719483006,8,11.6453075620946,"CS_HS","none","C","2ndcross",2013-09-26,2013-09-30 15:20:07,-0.323851203501094,-0.414073719483006,11.6453075620946
"48","147_CSHS","CS_HS_2ndcross","CS_HS","none","D","2ndcross",2013-09-26,2013-09-30 15:30:32,15.8151312395574,558.4526780147,7.04238392489759,0.406081024979416,211.200000047684,6.64999997615814,0.899999976158142,16,209.800000429153,10.5,1.79999995231628,11,-0.349827387802071,-0.389240506329114,19,9.27034394822262,"CS_HS","none","D","2ndcross",2013-09-26,2013-09-30 15:30:32,-0.349827387802071,-0.389240506329114,9.27034394822262
"49","148_CSTZ","CS_TZ_2ndcross","CS_TZ","none","A","2ndcross",2013-09-26,2013-09-30 15:34:15,13.5928130530715,168.549588483237,9.69674403014963,0.665763633548322,95.9000000953674,5.10000014305115,0.700000047683716,19,96.2000002861023,3.39999985694885,2.90000009536743,15,0.698046181172291,0.972131147540984,4,31.9335622777631,"CS_TZ","none","A","2ndcross",2013-09-26,2013-09-30 15:34:15,0.698046181172291,0.972131147540984,31.9335622777631
"50","149_CSTZ","CS_TZ_2ndcross","CS_TZ","none","B","2ndcross",2013-09-26,2013-09-30 15:53:59,13.1728512328921,178.341824308406,8.66349925215281,0.607274274509381,91.9999995231628,5,0.700000047683716,12,94.7999994754791,11.8499999046326,1.20000004768372,7,0.601255886970173,-0.707523245984784,3,41.3187252604016,"CS_TZ","none","B","2ndcross",2013-09-26,2013-09-30 15:53:59,0.601255886970173,-0.707523245984784,41.3187252604016
"51","150_CSTZ","CS_TZ_2ndcross","CS_TZ","none","C","2ndcross",2013-09-26,2013-09-30 15:54:48,13.6478024278198,440.705827116927,7.59915526303589,0.494750465541649,216.400000333786,5.89999985694885,1,27,213.599999666214,6.40000009536743,1.80000019073486,25,0.842141386410432,0.794307891332471,9,44.5226944114581,"CS_TZ","none","C","2ndcross",2013-09-26,2013-09-30 15:54:48,0.842141386410432,0.794307891332471,44.5226944114581
"52","151_CSTZ","CS_TZ_2ndcross","CS_TZ","none","D","2ndcross",2013-09-26,2013-09-30 16:04:02,14.0721503980028,228.789846330458,8.92620587619481,0.572267192781917,116.700000286102,4.85000002384186,1.49999988079071,16,117.499999761581,4.70000016689301,2.5,13,0.569587628865979,-0.501571621014818,3,32.9246555263059,"CS_TZ","none","D","2ndcross",2013-09-26,2013-09-30 16:04:02,0.569587628865979,-0.501571621014818,32.9246555263059
"53","152_CSJC","CS_JC_2ndcross","CS_JC","none","A","2ndcross",2013-09-26,2013-09-30 16:52:30,16.5380894148382,516.06932503155,6.96627657606253,0.397303916119254,219.499999284744,3.29999995231628,1.5,35,208.000000238419,1.79999995231628,1.75,36,-0.087525844245348,0.0905562742561449,14,17.5696036014816,"CS_JC","none","A","2ndcross",2013-09-26,2013-09-30 16:52:30,-0.087525844245348,0.0905562742561449,17.5696036014816
"54","153_CSJC","CS_JC_2ndcross","CS_JC","none","B","2ndcross",2013-09-26,2013-09-30 17:18:04,18.5930623439452,572.628467592686,7.90732258027921,0.39603868299997,208.999999523163,6.10000014305115,1.90000009536743,23,206.699999809265,7.20000004768372,2,21,0.465708687132593,0.260869565217391,14,29.9021235830513,"CS_JC","none","B","2ndcross",2013-09-26,2013-09-30 17:18:04,0.465708687132593,0.260869565217391,29.9021235830513
"55","154_CSJC","CS_JC_2ndcross","CS_JC","none","D","2ndcross",2013-09-26,2013-09-30 16:21:52,17.373294799588,420.61136459596,9.2163217838595,0.502874282920304,164.5,1.90000009536743,1.09999990463257,28,154.700000762939,1,1.95000004768372,32,0.369230769230769,0.653027823240589,9,27.530600799207,"CS_JC","none","D","2ndcross",2013-09-26,2013-09-30 16:21:52,0.369230769230769,0.653027823240589,27.530600799207
"56","155_CSTP","CS_TP_2ndcross","CS_TP","none","A","2ndcross",2013-09-26,2013-09-30 16:28:53,12.2552590588863,134.895945077424,7.27500495788935,0.528942846528109,84.0999991893768,1.04999995231628,1.40000009536743,27,87.400000333786,0.600000023841858,1.79999995231628,29,-0.0040650406504065,0.712465153325368,4,18.0133762049195,"CS_TP","none","A","2ndcross",2013-09-26,2013-09-30 16:28:53,-0.0040650406504065,0.712465153325368,18.0133762049195
"57","156_CSTP","CS_TP_2ndcross","CS_TP","none","B","2ndcross",2013-09-26,2013-09-30 16:46:27,13.8695432682906,205.694421641334,9.96756803619268,0.690287002422563,116.900000333786,2.25000011920929,2.09999990463257,35,110.599999666214,1.5,2.84999990463257,34,0.42296918767507,0.886413280908694,3,33.5675778615533,"CS_TP","none","B","2ndcross",2013-09-26,2013-09-30 16:46:27,0.42296918767507,0.886413280908694,33.5675778615533
"58","157_CSTP","CS_TP_2ndcross","CS_TP","none","C","2ndcross",2013-09-26,2013-09-30 16:16:50,15.1279127884522,368.973337222426,7.80160070467269,0.481961558077527,175.099999904633,3.59999990463257,1.95000004768372,30,169.199999570847,3.25,2.59999990463257,27,0.263157894736842,-0.20986301369863,4,24.9866166492973,"CS_TP","none","C","2ndcross",2013-09-26,2013-09-30 16:16:50,0.263157894736842,-0.20986301369863,24.9866166492973
"59","158_CSTP","CS_TP_2ndcross","CS_TP","none","D","2ndcross",2013-09-26,2013-09-30 16:37:55,13.5607805231857,285.381370454901,7.31026711705919,0.489442173852863,146.899999856949,5.59999990463257,2,21,146.599999904633,5.54999995231628,2.40000009536743,18,-0.192807192807193,0.541458541458541,3,15.0142370020877,"CS_TP","none","D","2ndcross",2013-09-26,2013-09-30 16:37:55,-0.192807192807193,0.541458541458541,15.0142370020877
