"","id","group","genotype","treatment","machine","other","date","timeofday","length_experiment","median_speed","distance_traveled_mm__permin","turning_angle","meander","activitytime_permin_ST","act_bouts_ST","pause_duration_ST","numb_pause_permin_ST","activitytime_permin_TT","act_bouts_TT","pause_length_TT","numb_pauses_permin_TT","centrophobism_moving","centrophobism_sitting","number_of_walks_permin","stripe_deviation"
"36","135_CSJC","CS_JC_2ndcross","CS_JC","none","D","2ndcross",2013-09-26,2014-10-23 15:51:12,4.99833333094915,17.18182685281,353.970672780586,8.3884570042284,0.456812351803201,29.2497499401308,2.44999992847443,2.79999995231628,6.40213404773535,27.6092028900602,1.69999980926514,3.30000019073486,7.80260087067746,-0.315628192032686,-0.754940711462451,0.600200066975189,23.8520245180689
"37","136_CSTP","CS_TP_2ndcross","CS_TP","none","A","2ndcross",2013-09-26,2014-10-23 16:10:36,4.99833333492279,13.2731756646973,424.555242345416,8.52774683078443,0.609718466457792,46.6755585428235,8.59999990463257,0.799999952316284,4.20140046548624,47.2357452143154,16.4000000953674,1.85000002384186,2.80093364365749,0.17268548916612,0.266216216216216,1.20040013299607,25.3070506336939
"38","137_CSTP","CS_TP_2ndcross","CS_TP","none","B","2ndcross",2013-09-26,2014-10-23 15:23:09,4.99833333492279,16.9829145681381,622.850991547593,8.59558347505554,0.485770727881548,44.4948316154674,11.8500001430511,1.89999997615814,2.80093364365749,43.4344780310953,2.19999980926514,2.40000009536743,3.80126708782088,0.178888888888889,-0.0822942643391521,0.400133377665356,34.8280008772304
"39","138_CSTP","CS_TP_2ndcross","CS_TP","none","C","2ndcross",2013-09-26,2014-10-23 15:33:06,4.99833333094915,14.9235308898783,392.965722056282,7.72771836150067,0.472080381155153,36.6722241780434,4.45000004768372,2.09999990463257,5.4018006027767,34.4314771563969,3.14999997615814,2.5,5.4018006027767,-0.0294820717131474,0.32837528604119,2.0006668899173,24.5959675571145
"40","139_CSTP","CS_TP_2ndcross","CS_TP","none","D","2ndcross",2013-09-26,2014-10-23 15:40:21,4.99833333492279,12.8007164753882,87.4580423316379,8.59249405773326,0.688380249210192,10.0433477889404,3.39999985694885,15.3999999761581,2.40080026599214,10.5835277629293,0.100000143051147,8.20000004768372,4.6015338431516,0.524096385542169,-0.0408086858854362,0,57.4075510751225
"41","140_CSBVS","CS_BS_2ndcross","CS_BS","none","A","2ndcross",2013-09-26,2014-10-23 15:51:34,4.99833333094915,12.391783789074,77.6762087203251,9.5036394420965,0.608776794364069,11.1237081273584,1.35000014305115,4.09999990463257,5.4018006027767,9.60320107160303,1.29999995231628,4.34999990463257,5.20173391378497,-0.772241992882562,-0.875091844232182,0,13.5005139699982
"42","141_CSBVS","CS_BS_2ndcross","CS_BS","none","B","2ndcross",2013-09-26,2014-10-23 16:00:50,4.99833333492279,18.6025518981392,773.661032315531,6.25394667059867,0.31913564733001,50.0566855077764,13.5,1.30000019073486,2.60086695482482,49.4164721893711,14.6999999284744,3,2.20073357715946,-0.204249154997586,0.00858369098712446,5.60186728731499,9.90586707398796
"43","142_CSBVS","CS_BS_2ndcross","CS_BS","none","C","2ndcross",2013-09-26,2014-10-23 16:01:43,4.99833333094915,13.6842659904406,230.145271068813,8.92326491941261,0.613838584924762,23.8279426875348,2.90000009536743,1.15000009536743,6.80226742571881,25.188396115439,2.29999995231628,2.10000014305115,6.60220073672708,-0.5075,-0.882886972310486,0.600200066975189,10.5226309693147
"44","143_CSBVS","CS_BS_2ndcross","CS_BS","none","D","2ndcross",2013-09-26,2014-10-23 15:21:14,4.99833333492279,16.9949829504225,646.873026405487,6.10133178523599,0.318076470891064,45.2350783259887,30.3000001907349,1.20000016689301,1.20040013299607,45.2350783736883,31.5,4.79999995231628,1.00033344416339,-0.329113924050633,-0.457994579945799,5.00166722081695,6.20886752090882
"45","144_CSHS","CS_HS_2ndcross","CS_HS","none","A","2ndcross",2013-09-26,2014-10-23 16:03:27,4.99833333492279,10.0338907122199,8.118342139762,8.54944825503284,0.704344454177596,1.44048012143559,1.94999992847443,89.9000000953674,1.00033344416339,1.52050676834889,0.899999976158142,38.2000000476837,1.40046682182875,0.487179487179487,-0.939946018893387,0,1.4595652168044
"46","145_CSHS","CS_HS_2ndcross","CS_HS","none","B","2ndcross",2013-09-26,2014-10-23 16:09:46,4.99833333492279,15.5677336848189,629.704783788046,6.80437279196662,0.409973344793065,49.4564856320768,6.40000009536743,1.10000014305115,5.00166722081695,48.1160389027572,4.10000014305115,1.59999990463257,5.00166722081695,-0.432377049180328,-0.0580399619410086,3.40113371015553,11.8776608281169
"47","146_CSHS","CS_HS_2ndcross","CS_HS","none","C","2ndcross",2013-09-26,2014-10-23 15:20:07,4.99833333492279,14.0840322402318,272.421748728588,7.40847572169154,0.486883941259843,26.2287429345839,2.80000007152557,1.59999990463257,6.60220073147838,27.489163160089,2.70000004768372,2.69999992847443,6.80226742031105,-0.323851203501094,-0.414073719483006,1.60053351066142,11.6453075620946
"48","147_CSHS","CS_HS_2ndcross","CS_HS","none","D","2ndcross",2013-09-26,2014-10-23 15:30:32,4.98999999761581,15.8151312395574,558.4526780147,7.04238392489759,0.406081024979416,42.3246493283755,6.64999997615814,0.899999976158142,3.2064128271833,42.0440882824438,10.5,1.79999995231628,2.20440881868852,-0.349827387802071,-0.389240506329114,3.80761523228017,9.27034394822262
"49","148_CSTZ","CS_TZ_2ndcross","CS_TZ","none","A","2ndcross",2013-09-26,2014-10-23 15:34:15,4.99833333094915,13.5928130530715,168.549588483237,9.69674403014963,0.665763633548322,19.1863954933867,5.10000014305115,0.700000047683716,3.80126709084287,19.2464155382439,3.39999985694885,2.90000009536743,3.00100033487595,0.698046181172291,0.972131147540984,0.800266755966919,31.9335622777631
"50","149_CSTZ","CS_TZ_2ndcross","CS_TZ","none","B","2ndcross",2013-09-26,2014-10-23 15:53:59,4.99833333094915,13.1728512328921,178.341824308406,8.66349925215281,0.607274274509381,18.4061352918399,5,0.700000047683716,2.40080026790076,18.9663220114768,11.8499999046326,1.20000004768372,1.40046682294211,0.601255886970173,-0.707523245984784,0.600200066975189,41.3187252604016
"51","150_CSTZ","CS_TZ_2ndcross","CS_TZ","none","C","2ndcross",2013-09-26,2014-10-23 15:54:48,4.99833333492279,13.6478024278198,440.705827116927,7.59915526303589,0.494750465541649,43.294431530171,5.89999985694885,1,5.40180059848231,42.7342446678806,6.40000009536743,1.80000019073486,5.00166722081695,0.842141386410432,0.794307891332471,1.8006001994941,44.5226944114581
"52","151_CSTZ","CS_TZ_2ndcross","CS_TZ","none","D","2ndcross",2013-09-26,2014-10-23 16:04:02,4.99833333094915,14.0721503980028,228.789846330458,8.92620587619481,0.572267192781917,23.3477826625744,4.85000002384186,1.49999988079071,3.20106702386768,23.5078359088286,4.70000016689301,2.5,2.60086695689249,0.569587628865979,-0.501571621014818,0.600200066975189,32.9246555263059
"53","152_CSJC","CS_JC_2ndcross","CS_JC","none","A","2ndcross",2013-09-26,2014-10-23 16:52:30,4.98166666428248,16.5380894148382,516.06932503155,6.96627657606253,0.397303916119254,44.0615589273594,3.29999995231628,1.5,7.02576112748425,41.753094748337,1.79999995231628,1.75,7.22649715969809,-0.087525844245348,0.0905562742561449,2.8103044509937,17.5696036014816
"54","153_CSJC","CS_JC_2ndcross","CS_JC","none","B","2ndcross",2013-09-26,2014-10-23 17:18:04,4.99833333492279,18.5930623439452,572.628467592686,7.9073225802792,0.396038682999971,41.8139378706305,6.10000014305115,1.90000009536743,4.6015338431516,41.3537845435549,7.20000004768372,2,4.20140046548624,0.465708687132593,0.260869565217391,2.80093364365749,29.9021235830513
"55","154_CSJC","CS_JC_2ndcross","CS_JC","none","D","2ndcross",2013-09-26,2014-10-23 16:21:52,4.99833333492279,17.373294799588,420.61136459596,9.2163217838595,0.502874282920304,32.9109703129755,1.90000009536743,1.09999990463257,5.60186728731499,30.9503169150541,1,1.95000004768372,6.4021340426457,0.369230769230769,0.653027823240589,1.8006001994941,27.530600799207
"56","155_CSTP","CS_TP_2ndcross","CS_TP","none","A","2ndcross",2013-09-26,2014-10-23 16:28:53,4.99833333492279,12.2552590588863,134.895945077424,7.27500495788935,0.528942846528109,16.8256083686495,1.04999995231628,1.40000009536743,5.40180059848231,17.4858286707555,0.600000023841858,1.79999995231628,5.80193397614766,-0.0040650406504065,0.712465153325368,0.800266755330712,18.0133762049195
